4,0,0,0,2,8,0,2,0,2,2
4,0,0,0,6,16,0,0,0,6,10
4,0,0,0,2,4,0,0,0,8,4
4,0,0,0,4,2,0,0,0,20,2
5,0,2,14,0,0,0,0,12,0,0
5,0,0,0,0,10,2,0,8,0,0
5,0,0,2,2,6,0,4,10,0,0
5,0,0,36,0,2,2,0,6,0,0
5,0,0,18,0,6,0,0,4,2,0
5,0,0,0,2,4,0,0,18,8,0
5,0,0,8,0,4,0,0,0,2,0
5,0,2,0,0,8,4,2,2,6,0
5,0,0,0,0,6,0,2,0,2,0
5,0,0,0,4,4,2,2,0,6,8
5,0,2,0,0,10,0,2,2,6,0
5,0,0,0,2,6,2,2,12,0,0
5,0,0,0,0,8,2,8,4,10,2
5,2,0,0,0,0,2,0,6,4,0
5,0,0,0,4,4,0,0,4,6,4
5,0,0,0,8,0,0,4,16,6,2
5,0,0,0,2,2,2,4,0,6,2
5,0,0,0,0,4,6,10,0,12,0
5,0,0,0,0,2,0,2,0,12,0
5,2,0,0,0,8,2,2,0,12,0
6,0,0,0,0,6,0,0,10,4,0
6,0,0,0,0,4,0,2,8,2,0
6,0,2,24,0,6,0,4,2,0,0
6,2,0,0,0,10,0,6,16,14,0
6,0,2,0,0,0,0,0,2,2,0
6,0,0,0,4,0,0,0,6,6,0
6,0,0,0,2,18,0,0,10,4,0
6,0,0,0,0,6,0,0,10,2,0
6,0,0,0,4,8,0,0,0,4,0
6,0,0,0,2,4,0,2,6,2,0
6,0,0,0,0,14,0,0,8,8,4
6,0,0,38,4,0,0,0,12,4,0
6,2,0,0,0,8,0,6,4,16,0
6,0,2,0,0,4,0,0,6,2,0
6,0,0,0,6,24,2,0,4,0,0
6,0,0,0,12,6,0,4,8,6,0
6,0,0,0,4,0,4,2,0,8,0
6,0,0,0,8,0,2,10,0,14,0
6,0,0,0,0,6,2,6,0,2,0
6,0,0,0,4,0,0,0,0,4,2
7,0,2,0,0,6,0,12,8,2,0
7,0,0,10,0,4,0,0,8,0,4
7,0,2,36,4,12,0,0,8,2,0
7,2,0,54,0,2,0,0,0,2,0
7,4,0,0,6,20,0,4,14,2,0
7,4,0,0,4,8,2,0,4,0,2
7,0,4,2,2,4,2,2,8,4,0
7,2,0,0,0,0,0,0,14,2,2
7,0,0,0,0,4,2,0,10,0,2
7,2,0,16,6,2,0,4,4,0,0
7,4,0,0,0,2,0,2,8,4,0
7,4,0,0,0,4,2,10,8,16,2
7,0,4,0,6,16,0,8,8,10,0
7,0,0,0,4,20,4,0,2,24,2
7,0,0,0,0,4,2,2,4,4,0
7,0,0,0,2,12,0,4,16,12,4
7,0,0,0,2,0,0,4,10,8,0
7,0,0,0,2,6,0,8,0,14,4
7,2,0,0,0,0,0,0,0,10,0
7,0,0,0,0,0,2,0,0,14,0
8,0,0,0,0,18,2,2,14,6,0
8,0,0,2,2,12,2,2,8,0,0
8,0,0,0,0,18,0,2,14,4,0
8,0,0,0,0,4,0,2,0,6,0
8,0,0,0,0,12,0,0,2,0,0
8,0,2,0,8,2,0,6,2,6,0
8,2,0,24,0,4,4,2,0,0,0
8,0,0,0,0,0,0,2,4,0,0
8,0,2,0,2,2,0,0,0,0,0
8,0,0,20,2,6,0,0,8,8,2
8,0,0,0,4,6,0,0,0,8,2
8,0,2,20,0,2,4,8,16,2,4
8,0,0,0,4,6,4,0,2,12,0
8,0,0,0,0,0,0,8,6,8,0
8,0,0,0,0,4,2,4,14,6,0
8,2,0,0,2,4,4,4,8,2,0
8,0,0,0,2,8,2,8,0,4,2
8,0,0,0,2,0,0,6,0,4,0
8,0,0,0,0,0,0,0,0,8,0
8,0,0,0,2,8,0,0,0,6,2
9,0,0,44,2,12,2,0,6,0,0
9,0,0,6,0,4,0,8,18,0,0
9,2,0,18,0,16,0,0,12,4,0
9,0,0,14,0,12,0,6,10,4,0
9,0,0,16,0,10,0,2,0,8,0
9,0,2,10,0,12,2,0,10,2,2
9,0,0,24,4,2,0,2,6,2,0
9,0,0,10,0,10,0,0,8,0,0
9,0,0,0,2,4,0,2,0,6,10
9,2,0,0,0,8,2,0,4,4,4
9,0,0,58,0,30,0,2,8,8,0
9,0,0,0,6,16,0,4,2,10,2
9,0,0,0,0,8,2,2,2,6,10
9,0,0,0,4,0,2,2,0,8,6
9,0,0,0,6,8,2,0,0,14,0
9,0,0,0,0,18,0,6,10,12,6
9,0,0,0,0,18,2,2,0,10,2
9,0,0,0,14,24,12,2,0,10,2
9,0,0,0,2,22,0,0,0,22,4
9,0,0,0,0,6,2,0,0,8,0
